SR. NO.,ACC_X,ACC_Y,ACC_Z,ROTATION_X,ROTATION_Y,ROTATION_Z,TEMP C lm35,TEMP F lm 35,galvanic skin response,Heartrate,bpm/SpO2
-0.25,-0.03,0.87,-20.05,1.80,2.26,13.45,56.22,512,95.35,97.00
-0.24,-0.05,0.88,-19.80,0.50,1.11,12.00,53.61,508,95.35,97.00
-0.27,-0.03,0.86,-19.92,-1.31,-1.93,12.73,54.91,510,95.35,97.00
-0.27,-0.03,0.86,-20.05,-2.06,-7.63,13.45,56.22,510,95.35,97.00
-0.25,-0.04,0.86,-19.92,-1.63,-4.20,13.05,55.49,512,95.35,97.00
-0.24,-0.04,0.87,-20.05,-1.15,-2.46,12.73,54.91,510,95.35,97.00
-0.25,-0.04,0.88,-19.92,-1.00,-2.10,12.89,55.20,510,95.35,97.00
-0.25,-0.04,0.87,-20.05,-0.85,-2.34,11.68,53.03,508,95.35,97.00
-0.25,-0.03,0.87,-19.92,-0.85,-2.21,14.90,58.83,512,83.37,97.00
-0.24,-0.04,0.87,-20.05,-1.10,-2.12,13.13,55.64,511,83.37,97.00
-0.25,-0.04,0.86,-19.80,-1.14,-2.20,11.52,52.74,511,83.37,97.00
-0.25,-0.04,0.87,-19.92,-1.18,-2.44,11.44,52.59,510,83.37,97.00
-0.25,-0.04,0.87,-20.05,-0.79,-1.96,13.37,56.07,511,83.37,97.00
-0.24,-0.03,0.87,-20.05,-1.02,-2.07,10.47,50.85,512,83.37,97.00
-0.25,-0.04,0.87,-20.17,-0.96,-2.22,11.52,52.74,512,83.37,97.00
-0.25,-0.04,0.87,-19.80,-0.92,-2.17,12.97,55.35,510,83.37,97.00
-0.25,-0.04,0.86,-19.68,-1.04,-2.20,10.31,50.56,512,83.37,97.00
-0.25,-0.04,0.87,-19.80,-1.16,-2.31,12.65,54.77,509,83.37,97.00
-0.25,-0.04,0.87,-20.05,-0.94,-1.98,12.89,55.20,507,83.37,97.00
-0.25,-0.03,0.87,-19.80,-0.85,-1.85,12.81,55.06,509,83.37,97.00
-0.25,-0.03,0.88,-20.05,-1.09,-2.14,13.13,55.64,509,83.37,97.00
-0.24,-0.04,0.87,-20.17,-1.19,-2.21,14.18,57.52,513,83.37,97.00
-0.25,-0.04,0.87,-19.92,-0.99,-2.07,13.13,55.64,508,83.37,97.00
-0.25,-0.04,0.87,-19.80,-1.04,-2.31,11.84,53.32,509,83.37,97.00
-0.25,-0.04,0.87,-19.92,-1.05,-2.18,13.86,56.94,511,83.37,97.00
-0.25,-0.04,0.88,-19.80,-1.02,-2.21,12.89,55.20,510,83.37,97.00
-0.24,-0.04,0.87,-20.17,-0.92,-2.18,11.68,53.03,509,83.37,97.00
-0.25,-0.04,0.87,-20.17,-1.02,-2.17,11.28,52.30,511,0.00,0.00
-0.24,-0.04,0.87,-19.92,-1.18,-2.19,11.92,53.46,509,0.00,0.00
-0.25,-0.04,0.88,-19.92,-0.94,-2.21,12.81,55.06,518,0.00,0.00
-0.25,-0.04,0.87,-19.80,-1.02,-2.21,12.17,53.90,511,0.00,0.00
-0.25,-0.04,0.87,-20.05,-1.11,-2.31,11.60,52.88,509,0.00,0.00
-0.25,-0.05,0.88,-20.05,-0.96,-2.11,12.49,54.48,513,0.00,0.00
-0.25,-0.04,0.87,-19.92,-0.98,-2.18,13.45,56.22,509,0.00,0.00
-0.24,-0.04,0.87,-19.92,-1.21,-2.24,11.52,52.74,511,0.00,0.00
-0.25,-0.04,0.88,-19.92,-1.15,-2.15,12.89,55.20,506,0.00,0.00
-0.24,-0.04,0.88,-19.92,-1.08,-2.09,12.49,54.48,507,0.00,0.00
-0.24,-0.03,0.88,-19.92,-0.86,-2.11,11.60,52.88,511,0.00,0.00
-0.23,-0.03,0.87,-20.05,-1.45,-3.31,12.08,53.75,512,0.00,0.00
-0.24,-0.04,0.88,-19.92,-1.44,-6.01,11.68,53.03,510,0.00,0.00
-0.24,-0.03,0.87,-19.92,-1.25,-2.16,14.50,58.10,513,0.00,0.00
-0.24,-0.04,0.87,-20.05,-0.87,-2.23,13.21,55.78,510,0.00,0.00
-0.25,-0.03,0.88,-19.56,-1.09,-0.86,12.17,53.90,511,0.00,0.00
-0.23,0.02,0.87,-20.05,-0.16,-4.04,12.57,54.62,512,0.00,0.00
-0.24,-0.03,0.87,-19.92,-0.84,-0.79,12.08,53.75,510,0.00,0.00
-0.24,-0.03,0.86,-19.92,-1.54,-2.04,14.18,57.52,510,0.00,0.00
-0.25,-0.04,0.87,-19.80,-0.51,-1.24,12.49,54.48,511,0.00,0.00
-0.25,-0.03,0.87,-20.05,-1.39,-2.01,11.60,52.88,509,0.00,0.00
-0.24,-0.04,0.88,-19.80,-1.12,-2.57,12.89,55.20,515,0.00,0.00
-0.24,-0.03,0.86,-19.80,-0.83,-1.89,13.45,56.22,512,0.00,0.00
-0.25,-0.06,0.87,-20.05,-0.47,-1.29,12.08,53.75,511,0.00,0.00
-0.24,-0.03,0.87,-19.80,-0.74,-1.90,14.10,57.38,510,0.00,0.00
-0.24,-0.04,0.87,-19.80,-1.04,-1.82,11.76,53.17,512,0.00,0.00
-0.25,-0.05,0.86,-20.05,-1.08,-2.07,11.36,52.45,516,0.00,0.00
-0.25,-0.03,0.87,-19.80,-1.24,-2.18,11.84,53.32,509,0.00,0.00
-0.24,-0.04,0.87,-19.80,-0.77,-2.12,10.39,50.71,511,0.00,0.00
-0.24,-0.04,0.88,-19.92,-1.02,-2.12,13.21,55.78,513,0.00,0.00
-0.25,-0.04,0.87,-19.92,-1.21,-1.96,12.33,54.19,513,0.00,0.00
-0.25,-0.04,0.87,-20.05,-0.99,-2.37,11.84,53.32,509,0.00,0.00
-0.25,-0.03,0.87,-19.68,-1.05,-2.29,12.73,54.91,511,0.00,0.00
-0.25,-0.04,0.87,-19.92,-0.96,-2.21,12.17,53.90,511,0.00,0.00
-0.25,-0.04,0.87,-19.92,-0.98,-2.11,12.65,54.77,511,0.00,0.00
-0.25,-0.04,0.87,-20.05,-0.86,-2.18,12.17,53.90,508,17.91,0.00
-0.25,-0.04,0.87,-20.05,-1.11,-2.04,12.17,53.90,512,17.91,0.00
-0.25,-0.03,0.87,-19.80,-0.94,-2.02,13.70,56.65,512,17.91,0.00
-0.24,-0.04,0.87,-19.92,-1.03,-2.15,11.68,53.03,513,17.91,0.00
-0.24,-0.04,0.86,-19.80,-1.15,-2.07,11.36,52.45,509,17.91,0.00
-0.25,-0.04,0.86,-19.68,-0.98,-2.02,13.13,55.64,509,17.91,0.00
-0.25,-0.04,0.87,-19.80,-1.05,-2.05,12.00,53.61,511,17.91,0.00
-0.25,-0.04,0.87,-19.68,-1.19,-2.17,11.68,53.03,504,17.91,0.00
-0.25,-0.04,0.88,-19.80,-0.95,-2.20,12.17,53.90,510,32.62,0.00
-0.25,-0.04,0.87,-19.80,-1.11,-2.11,12.00,53.61,509,32.62,0.00
-0.24,-0.05,0.87,-20.05,-1.33,-2.39,14.90,58.83,512,32.62,0.00
-0.25,-0.04,0.86,-19.80,-0.94,-1.91,11.60,52.88,511,32.62,0.00
-0.24,-0.04,0.87,-19.68,-0.98,-2.10,11.60,52.88,509,32.62,0.00
-0.25,-0.04,0.87,-19.80,-0.89,-1.92,13.29,55.93,512,32.62,0.00
-0.24,-0.04,0.86,-20.05,-1.01,-2.24,11.76,53.17,508,32.62,0.00
-0.25,-0.04,0.87,-20.05,-0.88,-2.24,11.04,51.87,511,50.37,95.00
-0.25,-0.04,0.87,-20.17,-0.94,-1.98,12.17,53.90,513,50.37,95.00
-0.25,-0.04,0.87,-20.05,-1.13,-2.18,11.76,53.17,509,50.37,95.00
-0.25,-0.03,0.87,-19.92,-0.83,-1.96,12.49,54.48,517,50.37,95.00
-0.25,-0.04,0.88,-20.05,-1.08,-2.02,13.45,56.22,513,50.37,95.00
-0.25,-0.03,0.87,-20.17,-1.12,-2.28,12.41,54.33,510,50.37,95.00
-0.25,-0.03,0.87,-20.05,-0.89,-2.07,11.68,53.03,507,50.37,95.00
-0.25,-0.04,0.87,-19.68,-0.99,-2.21,12.65,54.77,508,63.85,95.00
-0.24,-0.04,0.86,-20.05,-1.01,-2.35,11.52,52.74,517,63.85,95.00
-0.25,-0.04,0.86,-20.05,-1.06,-1.99,13.94,57.09,510,63.85,95.00
-0.25,-0.04,0.87,-19.92,-0.98,-2.14,12.08,53.75,509,63.85,95.00
-0.25,-0.04,0.86,-20.05,-1.11,-2.07,12.97,55.35,511,63.85,95.00
-0.25,-0.04,0.86,-19.92,-1.27,-2.18,11.84,53.32,509,63.85,95.00
-0.25,-0.04,0.87,-20.05,-0.95,-2.13,12.00,53.61,508,63.85,95.00
-0.25,-0.04,0.87,-19.92,-1.11,-2.28,11.36,52.45,517,63.85,95.00
-0.24,-0.04,0.88,-20.17,-1.05,-2.18,11.76,53.17,509,63.85,95.00
-0.25,-0.04,0.89,-19.80,-1.13,-2.15,11.60,52.88,513,63.85,95.00
-0.24,-0.04,0.87,-20.05,-1.00,-2.14,12.00,53.61,509,63.85,95.00
-0.25,-0.03,0.88,-19.92,-1.02,-1.92,11.52,52.74,510,63.85,95.00
-0.25,-0.04,0.87,-20.05,-0.98,-2.15,11.60,52.88,512,63.85,95.00
-0.25,-0.04,0.87,-19.92,-0.85,-2.10,12.49,54.48,510,63.85,95.00
-0.25,-0.05,0.86,-19.80,-0.98,-2.08,11.76,53.17,512,63.85,95.00
-0.25,-0.04,0.88,-19.92,-1.02,-2.18,11.84,53.32,509,46.78,95.00
-0.24,-0.04,0.87,-19.68,-1.13,-2.02,11.92,53.46,512,46.78,95.00
-0.25,-0.04,0.87,-19.92,-0.80,-1.68,12.41,54.33,520,46.78,95.00
-0.26,-0.03,0.87,-20.05,0.19,-1.79,12.97,55.35,511,46.78,95.00
-0.25,-0.05,0.87,-19.92,-1.34,-2.63,11.36,52.45,512,46.78,95.00
-0.25,-0.04,0.87,-19.80,-0.98,-2.50,11.84,53.32,510,46.78,95.00
-0.25,-0.04,0.87,-19.92,-0.99,-2.05,12.65,54.77,509,46.78,95.00
-0.25,-0.04,0.87,-19.92,-0.98,-2.13,10.63,51.14,512,64.23,96.00
-0.25,-0.04,0.88,-20.05,-1.02,-1.92,13.13,55.64,512,64.23,96.00
-0.26,-0.04,0.87,-19.92,-0.82,-2.17,12.65,54.77,509,64.23,96.00
-0.25,-0.04,0.87,-20.17,-1.03,-2.22,13.78,56.80,512,64.23,96.00
-0.24,-0.03,0.87,-19.80,-0.96,-2.05,12.73,54.91,509,64.23,96.00
-0.25,-0.04,0.88,-19.92,-1.44,-2.31,13.45,56.22,512,64.23,96.00
-0.25,-0.04,0.88,-19.92,-0.97,-2.44,11.84,53.32,509,77.83,96.00
-0.25,-0.03,0.87,-19.92,-0.96,-2.09,12.17,53.90,511,77.83,96.00
-0.25,-0.03,0.87,-20.17,-0.88,-2.08,14.18,57.52,512,77.83,96.00
-0.25,-0.04,0.87,-20.05,-1.18,-2.31,13.45,56.22,510,77.83,96.00
-0.25,-0.04,0.88,-20.17,-1.07,-2.31,12.41,54.33,510,77.83,96.00
-0.25,-0.03,0.88,-20.05,-0.89,-1.99,12.97,55.35,509,77.83,96.00
-0.25,-0.04,0.87,-19.68,-0.92,-2.29,12.08,53.75,506,92.34,96.00
-0.25,-0.04,0.86,-20.05,-1.05,-2.34,14.10,57.38,511,92.34,96.00
-0.25,-0.04,0.87,-20.05,-0.93,-2.38,11.20,52.16,512,92.34,96.00
-0.25,-0.03,0.88,-20.17,-0.88,-2.08,12.65,54.77,511,92.34,96.00
-0.25,-0.03,0.88,-20.05,-1.00,-2.18,12.33,54.19,512,92.34,96.00
-0.26,-0.04,0.87,-20.05,-0.86,-2.34,13.05,55.49,513,92.34,96.00
-0.25,-0.04,0.88,-19.80,-1.10,-2.35,11.44,52.59,508,90.57,96.00
-0.25,-0.03,0.87,-19.92,-0.91,-2.22,11.60,52.88,510,90.57,96.00
-0.26,-0.04,0.87,-19.80,-0.97,-2.15,11.92,53.46,508,90.57,96.00
-0.25,-0.04,0.87,-19.92,-0.96,-2.08,12.81,55.06,510,90.57,96.00
-0.25,-0.04,0.87,-20.29,-0.98,-2.04,11.92,53.46,510,90.57,96.00
-0.25,-0.04,0.87,-20.05,-1.04,-2.34,12.49,54.48,510,90.57,96.00
-0.25,-0.04,0.86,-19.68,-0.99,-1.95,13.78,56.80,515,90.57,96.00
-0.25,-0.04,0.88,-19.80,-0.78,-2.02,13.05,55.49,510,90.57,96.00
-0.25,-0.03,0.88,-19.92,-1.01,-2.05,11.68,53.03,511,78.58,96.00
-0.25,-0.04,0.87,-19.68,-1.05,-2.17,12.49,54.48,509,78.58,96.00
-0.25,-0.03,0.87,-19.80,-0.90,-1.95,12.49,54.48,511,78.58,96.00
-0.24,-0.04,0.87,-20.05,-0.92,-2.02,11.92,53.46,512,78.58,96.00
-0.25,-0.05,0.88,-19.68,-0.80,-2.05,12.41,54.33,513,78.58,96.00
-0.25,-0.04,0.88,-20.05,-0.93,-2.26,12.49,54.48,509,78.58,96.00
-0.25,-0.04,0.87,-19.80,-1.01,-2.24,12.33,54.19,510,78.58,96.00
-0.25,-0.04,0.87,-20.17,-0.95,-2.14,12.89,55.20,511,78.58,96.00
-0.25,-0.04,0.87,-19.80,-1.19,-2.08,12.65,54.77,510,78.58,96.00
-0.25,-0.04,0.86,-20.05,-1.04,-2.44,12.89,55.20,511,70.92,96.00
-0.25,-0.04,0.87,-19.80,-0.72,-2.32,12.17,53.90,506,70.92,96.00
-0.25,-0.04,0.86,-19.80,-0.85,-2.10,12.00,53.61,511,70.92,96.00
-0.25,-0.04,0.87,-19.68,-0.85,-2.14,12.97,55.35,510,70.92,96.00
-0.25,-0.04,0.87,-19.92,-0.90,-1.98,13.29,55.93,511,70.92,96.00
-0.25,-0.03,0.86,-20.05,-1.08,-2.37,12.17,53.90,509,70.92,96.00
-0.25,-0.04,0.86,-19.68,-0.95,-2.10,12.49,54.48,509,70.92,96.00
-0.25,-0.05,0.87,-19.92,-0.92,-2.28,12.65,54.77,513,70.92,96.00
-0.24,-0.04,0.88,-20.17,-0.88,-2.16,12.81,55.06,511,69.16,97.00
-0.25,-0.04,0.86,-19.80,-0.98,-2.21,12.33,54.19,511,69.16,97.00
-0.25,-0.03,0.86,-19.92,-0.93,-2.24,12.97,55.35,514,69.16,97.00
-0.25,-0.04,0.87,-20.05,-1.11,-2.11,12.97,55.35,510,69.16,97.00
-0.25,-0.04,0.87,-20.05,-0.95,-1.98,12.73,54.91,508,69.16,97.00
-0.25,-0.04,0.87,-19.92,-1.15,-2.16,12.08,53.75,510,69.16,97.00
-0.25,-0.03,0.87,-20.29,-0.99,-2.06,12.17,53.90,511,69.16,97.00
-0.24,-0.04,0.87,-19.92,-1.07,-2.24,13.70,56.65,514,69.16,97.00
-0.25,-0.03,0.87,-20.05,-1.01,-2.24,14.18,57.52,513,72.08,97.00
-0.24,-0.05,0.87,-20.17,-0.98,-2.17,12.81,55.06,511,72.08,97.00
-0.25,-0.04,0.88,-20.05,-0.98,-2.40,12.97,55.35,511,72.08,97.00
-0.25,-0.04,0.87,-20.17,-1.07,-2.34,11.60,52.88,510,72.08,97.00
-0.25,-0.04,0.87,-20.05,-1.05,-2.10,12.33,54.19,511,72.08,97.00
-0.25,-0.04,0.87,-19.80,-1.02,-2.24,12.08,53.75,510,72.08,97.00
-0.25,-0.04,0.87,-19.92,-1.02,-2.11,12.33,54.19,508,72.08,97.00
-0.25,-0.03,0.87,-19.80,-1.02,-2.10,12.89,55.20,512,72.08,97.00
-0.25,-0.03,0.87,-19.92,-1.02,-2.16,12.81,55.06,514,70.18,97.00
-0.25,-0.04,0.87,-19.80,-1.05,-2.11,11.60,52.88,509,70.18,97.00
-0.25,-0.04,0.87,-19.80,-0.95,-2.08,11.60,52.88,510,70.18,97.00
-0.25,-0.04,0.87,-19.92,-0.97,-2.02,12.41,54.33,509,70.18,97.00
-0.25,-0.04,0.87,-20.17,-1.02,-2.02,11.04,51.87,513,70.18,97.00
-0.24,-0.03,0.87,-19.80,-0.98,-2.19,11.60,52.88,511,70.18,97.00
-0.25,-0.03,0.87,-20.17,-0.92,-2.26,12.57,54.62,509,70.18,97.00
-0.25,-0.04,0.86,-19.80,-0.93,-2.26,12.49,54.48,512,70.18,97.00
-0.25,-0.04,0.87,-20.05,-1.05,-2.18,13.70,56.65,513,71.38,97.00
-0.25,-0.04,0.87,-20.17,-1.01,-1.97,11.84,53.32,509,71.38,97.00
-0.25,-0.04,0.87,-19.80,-0.94,-2.23,12.25,54.04,510,71.38,97.00
-0.25,-0.04,0.87,-20.05,-1.03,-2.18,11.60,52.88,511,71.38,97.00
-0.25,-0.04,0.87,-19.92,-1.16,-2.02,12.73,54.91,512,71.38,97.00
-0.25,-0.04,0.87,-19.80,-0.89,-2.19,13.13,55.64,512,71.38,97.00
-0.25,-0.03,0.88,-19.92,-1.12,-2.07,11.60,52.88,510,71.38,97.00
-0.25,-0.04,0.88,-19.80,-1.04,-2.18,12.00,53.61,510,71.38,97.00
-0.25,-0.04,0.87,-20.05,-1.09,-2.34,11.76,53.17,509,74.38,97.00
-0.24,-0.03,0.87,-20.05,-0.93,-2.07,12.97,55.35,510,74.38,97.00
-0.25,-0.04,0.88,-19.80,-1.11,-2.14,11.60,52.88,512,74.38,97.00
-0.25,-0.03,0.88,-19.80,-0.92,-2.14,11.04,51.87,512,74.38,97.00
-0.25,-0.04,0.87,-19.92,-1.05,-2.23,14.26,57.67,513,74.38,97.00
-0.25,-0.04,0.87,-19.80,-1.18,-1.85,13.54,56.36,513,74.38,97.00
-0.25,-0.04,0.87,-20.05,-1.18,-2.01,13.21,55.78,512,74.38,97.00
-0.25,-0.04,0.88,-19.92,-1.08,-2.12,11.76,53.17,512,77.65,97.00
-0.25,-0.04,0.87,-20.05,-0.85,-2.21,12.00,53.61,511,77.65,97.00
-0.25,-0.04,0.87,-19.92,-1.02,-2.20,13.21,55.78,513,77.65,97.00
-0.25,-0.04,0.87,-19.80,-1.13,-2.16,12.73,54.91,514,77.65,97.00
-0.25,-0.04,0.86,-19.80,-1.02,-2.23,12.49,54.48,511,77.65,97.00
-0.25,-0.04,0.87,-19.92,-1.03,-2.23,12.00,53.61,511,77.65,97.00
-0.25,-0.04,0.86,-20.05,-0.89,-2.08,12.08,53.75,513,77.65,97.00
-0.25,-0.04,0.88,-19.80,-0.93,-2.14,11.60,52.88,507,81.56,97.00
-0.25,-0.04,0.88,-19.68,-1.02,-2.02,12.89,55.20,515,81.56,97.00
-0.25,-0.04,0.86,-19.80,-0.83,-2.11,12.97,55.35,511,81.56,97.00
-0.26,-0.03,0.88,-20.17,-0.83,-2.16,12.49,54.48,513,81.56,97.00
-0.25,-0.04,0.87,-20.29,-0.87,-1.97,12.17,53.90,512,81.56,97.00
-0.25,-0.04,0.87,-19.80,-0.96,-2.11,12.65,54.77,508,81.56,97.00
-0.25,-0.04,0.87,-19.80,-1.06,-2.15,12.41,54.33,509,81.56,97.00
-0.24,-0.04,0.87,-19.92,-1.11,-2.16,12.57,54.62,512,84.07,97.00
-0.25,-0.04,0.87,-20.05,-0.98,-2.17,12.33,54.19,510,84.07,97.00
-0.25,-0.04,0.87,-19.80,-1.26,-2.18,11.60,52.88,510,84.07,97.00
-0.25,-0.03,0.86,-19.92,-1.01,-2.08,11.60,52.88,508,84.07,97.00
-0.25,-0.04,0.87,-20.05,-0.98,-2.19,13.29,55.93,513,84.07,97.00
-0.25,-0.03,0.87,-20.05,-1.08,-2.23,13.13,55.64,510,84.07,97.00
-0.25,-0.03,0.87,-19.80,-0.69,-2.16,12.33,54.19,509,84.07,97.00
-0.25,-0.04,0.87,-19.80,-1.11,-2.12,13.05,55.49,511,83.56,97.00
-0.25,-0.04,0.87,-20.17,-1.08,-2.36,11.60,52.88,509,83.56,97.00
-0.25,-0.04,0.86,-20.05,-1.08,-2.05,12.97,55.35,510,83.56,97.00
-0.25,-0.04,0.87,-20.05,-0.94,-2.31,12.33,54.19,509,83.56,97.00
-0.25,-0.04,0.87,-19.92,-1.07,-2.26,12.97,55.35,510,83.56,97.00
-0.25,-0.04,0.87,-20.05,-1.02,-2.08,15.07,59.12,513,83.56,97.00
-0.25,-0.04,0.87,-19.68,-1.06,-2.12,13.21,55.78,513,83.56,97.00
-0.24,-0.03,0.87,-19.80,-1.06,-2.09,11.68,53.03,510,78.76,97.00
-0.25,-0.03,0.88,-20.05,-0.96,-2.03,11.28,52.30,511,78.76,97.00
-0.25,-0.04,0.88,-19.92,-1.01,-2.15,11.76,53.17,508,78.76,97.00
-0.25,-0.05,0.88,-20.29,-0.97,-2.18,13.29,55.93,511,78.76,97.00
-0.25,-0.04,0.87,-19.92,-1.04,-2.11,12.00,53.61,512,78.76,97.00
-0.25,-0.04,0.87,-20.05,-1.21,-2.20,11.84,53.32,511,78.76,97.00
-0.25,-0.03,0.87,-20.17,-0.94,-2.05,11.60,52.88,510,78.76,97.00
-0.25,-0.04,0.87,-20.05,-1.01,-2.03,13.37,56.07,510,78.76,97.00
-0.25,-0.04,0.86,-19.92,-1.15,-2.12,9.99,49.98,510,77.65,97.00
-0.25,-0.04,0.87,-19.80,-1.21,-2.08,11.76,53.17,508,77.65,97.00
-0.25,-0.04,0.88,-19.92,-1.15,-2.09,12.73,54.91,510,77.65,97.00
-0.25,-0.03,0.87,-20.05,-1.08,-2.16,13.86,56.94,514,77.65,97.00
-0.25,-0.03,0.87,-19.92,-0.86,-2.05,13.05,55.49,513,77.65,97.00
-0.25,-0.03,0.87,-20.29,-0.85,-2.08,11.60,52.88,510,77.65,97.00
-0.24,-0.03,0.87,-19.92,-1.16,-2.11,13.37,56.07,505,77.65,97.00
-0.25,-0.04,0.87,-20.29,-0.83,-2.16,13.29,55.93,511,77.69,97.00
-0.25,-0.04,0.86,-19.92,-1.08,-2.40,13.37,56.07,509,77.69,97.00
-0.25,-0.04,0.87,-20.29,-1.05,-2.31,11.60,52.88,512,77.69,97.00
-0.25,-0.04,0.87,-19.92,-0.88,-2.04,12.49,54.48,508,77.69,97.00
-0.24,-0.04,0.88,-19.92,-1.08,-2.18,11.84,53.32,512,77.69,97.00
-0.25,-0.04,0.86,-20.29,-0.98,-2.18,12.33,54.19,514,77.69,97.00
-0.25,-0.04,0.87,-20.05,-1.00,-2.08,12.41,54.33,511,77.69,97.00
-0.24,-0.04,0.87,-20.05,-0.76,-2.07,12.73,54.91,510,80.85,97.00
-0.25,-0.04,0.88,-20.17,-1.02,-1.98,12.49,54.48,509,80.85,97.00
-0.25,-0.04,0.87,-20.05,-1.24,-2.20,12.49,54.48,510,80.85,97.00
-0.25,-0.04,0.87,-20.05,-1.15,-2.31,11.60,52.88,511,80.85,97.00
-0.25,-0.04,0.87,-19.92,-0.95,-2.06,12.81,55.06,509,80.85,97.00
-0.25,-0.04,0.87,-20.05,-0.88,-2.02,13.13,55.64,513,80.85,97.00
-0.25,-0.03,0.88,-19.80,-1.10,-2.02,10.55,51.00,513,80.85,97.00
-0.25,-0.03,0.87,-20.17,-0.93,-2.44,13.94,57.09,508,81.65,97.00
-0.25,-0.03,0.87,-20.05,-1.09,-2.07,11.76,53.17,510,81.65,97.00
-0.24,-0.03,0.88,-19.92,-1.09,-2.31,12.49,54.48,509,81.65,97.00
-0.25,-0.04,0.87,-19.92,-0.89,-2.03,10.88,51.58,512,81.65,97.00
-0.25,-0.04,0.87,-20.05,-0.95,-2.24,13.37,56.07,512,81.65,97.00
-0.25,-0.04,0.87,-19.92,-1.02,-2.38,12.81,55.06,510,81.65,97.00
-0.25,-0.03,0.87,-20.05,-0.97,-2.22,13.62,56.51,512,81.65,97.00
-0.25,-0.05,0.87,-19.92,-0.84,-2.27,12.81,55.06,512,81.91,97.00
-0.25,-0.04,0.86,-19.92,-1.21,-2.40,10.63,51.14,510,81.91,97.00
-0.25,-0.04,0.87,-20.05,-0.88,-2.00,12.81,55.06,511,81.91,97.00
-0.25,-0.04,0.86,-20.17,-1.06,-2.06,11.60,52.88,509,81.91,97.00
-0.24,-0.04,0.87,-20.17,-1.02,-2.08,11.68,53.03,511,81.91,97.00
-0.25,-0.04,0.88,-20.05,-0.87,-2.27,13.70,56.65,514,81.91,97.00
-0.25,-0.04,0.87,-19.92,-1.01,-2.15,12.33,54.19,510,81.91,97.00
-0.25,-0.03,0.87,-20.05,-1.11,-2.18,12.65,54.77,509,81.91,97.00
-0.25,-0.04,0.87,-19.80,-0.98,-2.26,12.00,53.61,508,78.84,97.00
-0.25,-0.04,0.87,-20.05,-1.08,-2.20,10.63,51.14,511,78.84,97.00
-0.24,-0.04,0.87,-20.17,-0.95,-2.19,12.73,54.91,509,78.84,97.00
-0.25,-0.04,0.87,-19.80,-1.11,-2.00,11.76,53.17,511,78.84,97.00
-0.24,-0.04,0.88,-20.17,-0.82,-2.22,14.34,57.81,513,78.84,97.00
-0.25,-0.04,0.87,-20.05,-0.96,-2.09,13.62,56.51,509,78.84,97.00
-0.25,-0.04,0.87,-19.92,-1.08,-1.94,12.41,54.33,509,78.84,97.00
-0.25,-0.04,0.87,-20.05,-0.79,-2.20,14.18,57.52,511,75.85,97.00
-0.25,-0.03,0.87,-19.80,-1.07,-2.08,12.81,55.06,508,75.85,97.00
-0.25,-0.04,0.87,-20.17,-1.09,-2.32,10.39,50.71,511,75.85,97.00
-0.25,-0.03,0.87,-20.17,-0.98,-2.24,12.00,53.61,511,75.85,97.00
-0.25,-0.04,0.87,-20.05,-1.05,-1.93,11.60,52.88,511,75.85,97.00
-0.25,-0.04,0.88,-19.92,-0.96,-2.27,12.81,55.06,511,75.85,97.00
-0.24,-0.04,0.88,-20.05,-1.26,-2.11,12.33,54.19,511,75.85,97.00
-0.25,-0.05,0.88,-19.92,-0.86,-2.16,11.84,53.32,509,75.85,97.00
-0.25,-0.03,0.88,-19.92,-0.98,-2.15,11.52,52.74,507,76.90,97.00
-0.25,-0.03,0.88,-20.05,-1.25,-2.03,11.68,53.03,511,76.90,97.00
-0.24,-0.04,0.86,-19.92,-0.82,-2.40,12.81,55.06,509,76.90,97.00
-0.25,-0.04,0.87,-20.05,-0.84,-2.30,12.08,53.75,511,76.90,97.00
-0.25,-0.04,0.87,-20.05,-0.96,-2.24,12.17,53.90,507,76.90,97.00
-0.25,-0.04,0.86,-19.92,-0.87,-2.12,12.49,54.48,512,76.90,97.00
-0.25,-0.04,0.88,-19.92,-1.03,-2.18,13.13,55.64,506,76.90,97.00
-0.24,-0.03,0.87,-20.05,-0.92,-2.04,12.41,54.33,510,76.97,97.00
-0.25,-0.04,0.87,-20.17,-1.21,-2.12,12.89,55.20,510,76.97,97.00
-0.25,-0.03,0.87,-20.05,-0.82,-2.15,12.89,55.20,512,76.97,97.00
-0.25,-0.04,0.87,-19.80,-1.09,-2.13,11.60,52.88,515,76.97,97.00
-0.25,-0.04,0.87,-20.17,-1.07,-2.28,12.00,53.61,512,76.97,97.00
-0.25,-0.04,0.87,-19.80,-0.99,-1.98,12.57,54.62,512,76.97,97.00
-0.25,-0.05,0.88,-19.80,-0.86,-2.06,13.37,56.07,508,76.97,97.00
-0.25,-0.04,0.86,-20.05,-1.08,-2.14,15.39,59.70,509,76.97,97.00
-0.25,-0.03,0.87,-20.05,-0.93,-2.12,11.68,53.03,508,76.77,97.00
-0.25,-0.04,0.86,-19.92,-0.89,-2.11,12.49,54.48,509,76.77,97.00
-0.25,-0.04,0.87,-20.05,-0.93,-2.09,11.68,53.03,509,76.77,97.00
-0.25,-0.04,0.86,-20.05,-1.07,-2.21,14.34,57.81,515,76.77,97.00
-0.25,-0.04,0.87,-19.80,-1.04,-2.07,10.39,50.71,511,76.77,97.00
